0:42:11:920,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:13:969,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:16:18,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:18:67,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 8.00, Humidity = 54.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:20:116,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:22:167,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 8.00, Humidity = 54.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:24:216,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:26:265,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:28:314,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:30:364,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:32:413,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 7.00, Humidity = 56.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:34:463,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:36:512,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:38:562,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:40:610,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:42:660,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:44:708,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 7.00, Humidity = 56.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:46:757,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:48:806,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:50:855,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:52:904,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:54:953,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:57:2,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:42:59:51,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 29,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:1:101,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:3:150,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:5:199,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:7:249,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 56.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:9:298,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:11:347,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:13:397,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 56.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:15:446,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 56.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:17:496,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:19:546,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 29,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:21:595,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 29,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:23:643,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:25:692,PM 1.0 : 28, PM 2.5 : 30, PM 10 : 31,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:27:741,PM 1.0 : 28, PM 2.5 : 30, PM 10 : 31,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:29:790,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:31:840,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:33:889,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:35:938,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:37:987,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:40:36,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:42:86,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:44:134,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:46:184,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:48:233,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 29,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:50:283,PM 1.0 : 28, PM 2.5 : 28, PM 10 : 28,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:52:332,PM 1.0 : 28, PM 2.5 : 28, PM 10 : 28,Temperature = 7.00, Humidity = 56.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:54:381,PM 1.0 : 28, PM 2.5 : 28, PM 10 : 28,Temperature = 7.00, Humidity = 56.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:56:431,PM 1.0 : 28, PM 2.5 : 28, PM 10 : 28,Temperature = 7.00, Humidity = 56.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:43:58:480,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 8.00, Humidity = 56.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:0:530,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 56.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:2:579,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 29,Temperature = 8.00, Humidity = 56.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:4:627,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:6:676,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 56.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:8:724,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:10:773,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:12:822,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 29,Temperature = 8.00, Humidity = 56.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:14:871,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 29,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:16:920,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 29,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:18:970,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 29,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:21:19,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:23:69,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:25:118,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:27:167,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:29:217,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:31:266,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 29,Temperature = 8.00, Humidity = 56.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:33:316,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:35:365,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:37:414,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:39:465,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:41:515,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:43:563,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:45:612,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:47:661,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 9.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:49:710,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:51:759,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:53:808,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:55:857,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:57:906,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:44:59:956,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:2:5,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:4:53,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:6:103,PM 1.0 : 28, PM 2.5 : 30, PM 10 : 31,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:8:152,PM 1.0 : 28, PM 2.5 : 30, PM 10 : 31,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:10:201,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:12:251,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:14:300,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:16:350,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:18:399,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:20:448,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:22:497,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:24:545,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:26:594,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:28:643,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:30:692,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:32:741,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:34:790,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:36:839,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:38:889,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:40:938,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 8.00, Humidity = 54.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:42:987,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:45:37,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 30,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:47:86,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:49:135,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:51:185,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:53:234,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:55:284,PM 1.0 : 28, PM 2.5 : 30, PM 10 : 31,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:57:334,PM 1.0 : 28, PM 2.5 : 30, PM 10 : 31,Temperature = 9.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:45:59:383,PM 1.0 : 28, PM 2.5 : 30, PM 10 : 31,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:1:431,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:3:480,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:5:529,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:7:578,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:9:627,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:11:676,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:13:725,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:15:774,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:17:823,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:19:873,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:21:922,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:23:972,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:26:21,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:28:70,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:30:120,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:32:170,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:34:219,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:36:269,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:38:318,PM 1.0 : 29, PM 2.5 : 32, PM 10 : 33,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:40:367,PM 1.0 : 29, PM 2.5 : 32, PM 10 : 34,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:42:415,PM 1.0 : 29, PM 2.5 : 32, PM 10 : 34,Temperature = 7.00, Humidity = 54.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:44:464,PM 1.0 : 29, PM 2.5 : 32, PM 10 : 34,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:46:513,PM 1.0 : 29, PM 2.5 : 32, PM 10 : 33,Temperature = 7.00, Humidity = 54.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:48:562,PM 1.0 : 29, PM 2.5 : 32, PM 10 : 33,Temperature = 8.00, Humidity = 54.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:50:611,PM 1.0 : 29, PM 2.5 : 32, PM 10 : 33,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:52:660,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:54:709,PM 1.0 : 29, PM 2.5 : 32, PM 10 : 33,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:56:758,PM 1.0 : 29, PM 2.5 : 32, PM 10 : 33,Temperature = 8.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:46:58:808,PM 1.0 : 29, PM 2.5 : 32, PM 10 : 33,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246047,Longitude: 126.873374 
0:47:0:858,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 8.00, Humidity = 55.00,speed: 1.72, Latitude: 35.245998,Longitude: 126.873397 
0:47:2:907,PM 1.0 : 29, PM 2.5 : 32, PM 10 : 33,Temperature = 8.00, Humidity = 55.00,speed: 3.46, Latitude: 35.246006,Longitude: 126.873390 
0:47:4:957,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 8.00, Humidity = 55.00,speed: 4.46, Latitude: 35.246025,Longitude: 126.873359 
0:47:7:6,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 8.00, Humidity = 55.00,speed: 6.00, Latitude: 35.246059,Longitude: 126.873344 
0:47:9:56,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 7.00, Humidity = 55.00,speed: 4.43, Latitude: 35.246086,Longitude: 126.873336 
0:47:11:106,PM 1.0 : 28, PM 2.5 : 30, PM 10 : 31,Temperature = 7.00, Humidity = 54.00,speed: 0.00, Latitude: 35.246097,Longitude: 126.873336 
0:47:13:155,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 7.00, Humidity = 55.00,speed: 0.00, Latitude: 35.246097,Longitude: 126.873336 
0:47:15:204,PM 1.0 : 29, PM 2.5 : 31, PM 10 : 32,Temperature = 8.00, Humidity = 55.00,speed: 6.19, Latitude: 35.246097,Longitude: 126.873336 
0:47:17:254,PM 1.0 : 28, PM 2.5 : 30, PM 10 : 31,Temperature = 8.00, Humidity = 54.00,speed: 14.32, Latitude: 35.246219,Longitude: 126.873321 
0:47:19:303,PM 1.0 : 29, PM 2.5 : 32, PM 10 : 33,Temperature = 7.00, Humidity = 55.00,speed: 15.35, Latitude: 35.246299,Longitude: 126.873298 
0:47:21:352,PM 1.0 : 28, PM 2.5 : 31, PM 10 : 32,Temperature = 8.00, Humidity = 55.00,speed: 16.20, Latitude: 35.246383,Longitude: 126.873275 
0:47:23:401,PM 1.0 : 28, PM 2.5 : 30, PM 10 : 31,Temperature = 8.00, Humidity = 54.00,speed: 14.85, Latitude: 35.246444,Longitude: 126.873214 
0:47:25:450,PM 1.0 : 28, PM 2.5 : 30, PM 10 : 31,Temperature = 7.00, Humidity = 55.00,speed: 15.00, Latitude: 35.246479,Longitude: 126.873130 
0:47:27:499,PM 1.0 : 28, PM 2.5 : 30, PM 10 : 31,Temperature = 8.00, Humidity = 54.00,speed: 17.71, Latitude: 35.246509,Longitude: 126.873023 
