0:5:8:663,PM 1.0 : 67, PM 2.5 : 67, PM 10 : 67,Temperature = 16.00, Humidity = 31.00,speed: 0.37, Latitude: 35.238597,Longitude: 126.868431 
0:5:10:709,PM 1.0 : 65, PM 2.5 : 65, PM 10 : 65,Temperature = 15.00, Humidity = 31.00,speed: 4.72, Latitude: 35.238536,Longitude: 126.868431 
0:5:12:756,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 15.00, Humidity = 31.00,speed: 2.22, Latitude: 35.238529,Longitude: 126.868408 
0:5:14:804,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 14.00, Humidity = 31.00,speed: 1.41, Latitude: 35.238552,Longitude: 126.868392 
0:5:16:853,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 16.00, Humidity = 32.00,speed: 0.89, Latitude: 35.238571,Longitude: 126.868392 
0:5:18:901,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 15.00, Humidity = 31.00,speed: 0.91, Latitude: 35.238613,Longitude: 126.868423 
0:5:20:949,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 16.00, Humidity = 32.00,speed: 0.67, Latitude: 35.238616,Longitude: 126.868408 
0:5:22:998,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 15.00, Humidity = 31.00,speed: 0.41, Latitude: 35.238628,Longitude: 126.868400 
0:5:25:46,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 14.00, Humidity = 31.00,speed: 0.22, Latitude: 35.238639,Longitude: 126.868392 
0:5:27:95,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 16.00, Humidity = 33.00,speed: 0.20, Latitude: 35.238643,Longitude: 126.868385 
0:5:29:143,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 16.00, Humidity = 33.00,speed: 0.46, Latitude: 35.238655,Longitude: 126.868385 
0:5:31:192,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 16.00, Humidity = 33.00,speed: 0.48, Latitude: 35.238658,Longitude: 126.868385 
0:5:33:240,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 15.00, Humidity = 32.00,speed: 0.33, Latitude: 35.238662,Longitude: 126.868385 
0:5:35:288,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 14.00, Humidity = 32.00,speed: 0.22, Latitude: 35.238666,Longitude: 126.868385 
0:5:37:336,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 14.00, Humidity = 32.00,speed: 0.19, Latitude: 35.238662,Longitude: 126.868385 
0:5:39:384,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 13.00, Humidity = 32.00,speed: 0.11, Latitude: 35.238662,Longitude: 126.868377 
0:5:41:432,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 14.00, Humidity = 33.00,speed: 0.41, Latitude: 35.238655,Longitude: 126.868370 
0:5:43:480,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 30,Temperature = 15.00, Humidity = 32.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:5:45:527,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 29,Temperature = 15.00, Humidity = 33.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:5:47:575,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 29,Temperature = 15.00, Humidity = 33.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:5:49:623,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 30,Temperature = 14.00, Humidity = 33.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:5:51:672,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 29,Temperature = 15.00, Humidity = 33.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:5:53:719,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 29,Temperature = 15.00, Humidity = 33.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:5:55:768,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 29,Temperature = 14.00, Humidity = 33.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:5:57:816,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 29,Temperature = 13.00, Humidity = 33.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:5:59:865,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 29,Temperature = 14.00, Humidity = 34.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:1:912,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 29,Temperature = 15.00, Humidity = 34.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:3:961,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 29,Temperature = 14.00, Humidity = 34.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:6:9,PM 1.0 : 28, PM 2.5 : 29, PM 10 : 29,Temperature = 14.00, Humidity = 34.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:8:58,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 30,Temperature = 15.00, Humidity = 34.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:10:106,PM 1.0 : 31, PM 2.5 : 31, PM 10 : 31,Temperature = 15.00, Humidity = 34.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:12:153,PM 1.0 : 74, PM 2.5 : 74, PM 10 : 74,Temperature = 14.00, Humidity = 34.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:14:201,PM 1.0 : 74, PM 2.5 : 74, PM 10 : 74,Temperature = 15.00, Humidity = 35.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:16:250,PM 1.0 : 73, PM 2.5 : 73, PM 10 : 73,Temperature = 15.00, Humidity = 35.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:18:297,PM 1.0 : 71, PM 2.5 : 71, PM 10 : 71,Temperature = 13.00, Humidity = 34.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:20:344,PM 1.0 : 70, PM 2.5 : 70, PM 10 : 70,Temperature = 14.00, Humidity = 34.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:22:392,PM 1.0 : 68, PM 2.5 : 68, PM 10 : 68,Temperature = 14.00, Humidity = 34.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:24:440,PM 1.0 : 24, PM 2.5 : 25, PM 10 : 25,Temperature = 13.00, Humidity = 35.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:26:488,PM 1.0 : 24, PM 2.5 : 25, PM 10 : 25,Temperature = 14.00, Humidity = 35.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:28:536,PM 1.0 : 24, PM 2.5 : 25, PM 10 : 25,Temperature = 15.00, Humidity = 35.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:30:584,PM 1.0 : 24, PM 2.5 : 25, PM 10 : 25,Temperature = 14.00, Humidity = 35.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:32:632,PM 1.0 : 24, PM 2.5 : 25, PM 10 : 25,Temperature = 14.00, Humidity = 35.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:34:681,PM 1.0 : 24, PM 2.5 : 25, PM 10 : 25,Temperature = 13.00, Humidity = 35.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:36:729,PM 1.0 : 25, PM 2.5 : 26, PM 10 : 26,Temperature = 13.00, Humidity = 35.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:38:776,PM 1.0 : 25, PM 2.5 : 26, PM 10 : 26,Temperature = 14.00, Humidity = 36.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:40:825,PM 1.0 : 25, PM 2.5 : 26, PM 10 : 26,Temperature = 13.00, Humidity = 35.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:42:873,PM 1.0 : 25, PM 2.5 : 26, PM 10 : 26,Temperature = 13.00, Humidity = 36.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:44:922,PM 1.0 : 25, PM 2.5 : 26, PM 10 : 26,Temperature = 12.00, Humidity = 35.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:46:970,PM 1.0 : 25, PM 2.5 : 26, PM 10 : 26,Temperature = 13.00, Humidity = 36.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:49:18,PM 1.0 : 25, PM 2.5 : 26, PM 10 : 26,Temperature = 13.00, Humidity = 37.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:51:67,PM 1.0 : 26, PM 2.5 : 27, PM 10 : 27,Temperature = 14.00, Humidity = 37.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:53:115,PM 1.0 : 26, PM 2.5 : 27, PM 10 : 27,Temperature = 13.00, Humidity = 37.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:55:164,PM 1.0 : 26, PM 2.5 : 27, PM 10 : 27,Temperature = 13.00, Humidity = 38.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:57:211,PM 1.0 : 26, PM 2.5 : 27, PM 10 : 27,Temperature = 13.00, Humidity = 37.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:6:59:260,PM 1.0 : 26, PM 2.5 : 27, PM 10 : 27,Temperature = 13.00, Humidity = 37.00,speed: 0.00, Latitude: 35.238651,Longitude: 126.868370 
0:7:1:307,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 14.00, Humidity = 37.00,speed: 2.02, Latitude: 35.238555,Longitude: 126.868331 
0:7:3:356,PM 1.0 : 27, PM 2.5 : 28, PM 10 : 28,Temperature = 12.00, Humidity = 37.00,speed: 5.74, Latitude: 35.238559,Longitude: 126.868293 
0:7:5:404,PM 1.0 : 26, PM 2.5 : 27, PM 10 : 27,Temperature = 12.00, Humidity = 37.00,speed: 11.13, Latitude: 35.238574,Longitude: 126.868232 
0:7:7:452,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 14.00, Humidity = 38.00,speed: 12.89, Latitude: 35.238601,Longitude: 126.868148 
0:7:9:500,PM 1.0 : 27, PM 2.5 : 27, PM 10 : 27,Temperature = 12.00, Humidity = 37.00,speed: 15.52, Latitude: 35.238647,Longitude: 126.868057 
0:7:11:548,PM 1.0 : 28, PM 2.5 : 28, PM 10 : 28,Temperature = 12.00, Humidity = 37.00,speed: 18.28, Latitude: 35.238670,Longitude: 126.867950 
0:7:13:596,PM 1.0 : 28, PM 2.5 : 28, PM 10 : 28,Temperature = 13.00, Humidity = 38.00,speed: 18.82, Latitude: 35.238697,Longitude: 126.867835 
0:7:15:645,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 12.00, Humidity = 37.00,speed: 20.32, Latitude: 35.238712,Longitude: 126.867713 
0:7:17:693,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 13.00, Humidity = 38.00,speed: 18.69, Latitude: 35.238693,Longitude: 126.867607 
0:7:19:742,PM 1.0 : 29, PM 2.5 : 29, PM 10 : 29,Temperature = 11.00, Humidity = 36.00,speed: 18.17, Latitude: 35.238643,Longitude: 126.867553 
0:7:21:790,PM 1.0 : 29, PM 2.5 : 29, PM 10 : 29,Temperature = 14.00, Humidity = 39.00,speed: 24.45, Latitude: 35.238559,Longitude: 126.867515 
0:7:23:838,PM 1.0 : 29, PM 2.5 : 29, PM 10 : 29,Temperature = 13.00, Humidity = 38.00,speed: 25.71, Latitude: 35.238468,Longitude: 126.867462 
0:7:25:887,PM 1.0 : 29, PM 2.5 : 29, PM 10 : 29,Temperature = 13.00, Humidity = 39.00,speed: 25.76, Latitude: 35.238376,Longitude: 126.867401 
0:7:27:935,PM 1.0 : 29, PM 2.5 : 29, PM 10 : 29,Temperature = 12.00, Humidity = 38.00,speed: 23.93, Latitude: 35.238281,Longitude: 126.867355 
0:7:29:984,PM 1.0 : 29, PM 2.5 : 29, PM 10 : 29,Temperature = 13.00, Humidity = 40.00,speed: 23.93, Latitude: 35.238174,Longitude: 126.867340 
0:7:32:32,PM 1.0 : 28, PM 2.5 : 28, PM 10 : 28,Temperature = 13.00, Humidity = 39.00,speed: 21.21, Latitude: 35.238082,Longitude: 126.867408 
0:7:34:81,PM 1.0 : 28, PM 2.5 : 28, PM 10 : 28,Temperature = 13.00, Humidity = 39.00,speed: 20.72, Latitude: 35.238014,Longitude: 126.867523 
0:7:36:130,PM 1.0 : 28, PM 2.5 : 28, PM 10 : 29,Temperature = 13.00, Humidity = 39.00,speed: 24.15, Latitude: 35.237968,Longitude: 126.867652 
0:7:38:179,PM 1.0 : 29, PM 2.5 : 29, PM 10 : 29,Temperature = 12.00, Humidity = 38.00,speed: 27.48, Latitude: 35.237888,Longitude: 126.867889 
0:7:40:228,PM 1.0 : 29, PM 2.5 : 29, PM 10 : 29,Temperature = 12.00, Humidity = 38.00,speed: 28.93, Latitude: 35.237838,Longitude: 126.868057 
0:7:42:276,PM 1.0 : 29, PM 2.5 : 29, PM 10 : 29,Temperature = 13.00, Humidity = 39.00,speed: 26.69, Latitude: 35.237792,Longitude: 126.868202 
0:7:44:324,PM 1.0 : 29, PM 2.5 : 29, PM 10 : 29,Temperature = 14.00, Humidity = 39.00,speed: 23.04, Latitude: 35.237754,Longitude: 126.868324 
0:7:46:372,PM 1.0 : 29, PM 2.5 : 29, PM 10 : 29,Temperature = 14.00, Humidity = 39.00,speed: 11.85, Latitude: 35.237739,Longitude: 126.868370 
0:7:48:420,PM 1.0 : 29, PM 2.5 : 30, PM 10 : 31,Temperature = 13.00, Humidity = 39.00,speed: 5.61, Latitude: 35.237747,Longitude: 126.868377 
0:7:50:469,PM 1.0 : 30, PM 2.5 : 31, PM 10 : 32,Temperature = 13.00, Humidity = 40.00,speed: 5.69, Latitude: 35.237739,Longitude: 126.868408 
0:7:52:517,PM 1.0 : 30, PM 2.5 : 31, PM 10 : 32,Temperature = 13.00, Humidity = 40.00,speed: 5.69, Latitude: 35.237731,Longitude: 126.868415 
0:7:54:566,PM 1.0 : 47, PM 2.5 : 47, PM 10 : 47,Temperature = 13.00, Humidity = 40.00,speed: 0.00, Latitude: 35.237731,Longitude: 126.868415 
0:7:56:615,PM 1.0 : 47, PM 2.5 : 47, PM 10 : 47,Temperature = 14.00, Humidity = 40.00,speed: 0.00, Latitude: 35.237731,Longitude: 126.868415 
0:7:58:664,PM 1.0 : 48, PM 2.5 : 48, PM 10 : 48,Temperature = 13.00, Humidity = 40.00,speed: 10.13, Latitude: 35.237743,Longitude: 126.868469 
0:8:0:713,PM 1.0 : 46, PM 2.5 : 46, PM 10 : 46,Temperature = 12.00, Humidity = 38.00,speed: 14.50, Latitude: 35.237796,Longitude: 126.868530 
0:8:2:762,PM 1.0 : 46, PM 2.5 : 46, PM 10 : 46,Temperature = 12.00, Humidity = 38.00,speed: 24.56, Latitude: 35.237903,Longitude: 126.868591 
0:8:4:811,PM 1.0 : 46, PM 2.5 : 46, PM 10 : 46,Temperature = 12.00, Humidity = 39.00,speed: 29.89, Latitude: 35.238048,Longitude: 126.868659 
0:8:6:860,PM 1.0 : 46, PM 2.5 : 46, PM 10 : 46,Temperature = 12.00, Humidity = 39.00,speed: 32.89, Latitude: 35.238208,Longitude: 126.868751 
0:8:8:908,PM 1.0 : 47, PM 2.5 : 47, PM 10 : 47,Temperature = 12.00, Humidity = 40.00,speed: 30.98, Latitude: 35.238368,Longitude: 126.868820 
0:8:10:957,PM 1.0 : 46, PM 2.5 : 46, PM 10 : 46,Temperature = 12.00, Humidity = 40.00,speed: 28.71, Latitude: 35.238510,Longitude: 126.868896 
0:8:13:6,PM 1.0 : 46, PM 2.5 : 46, PM 10 : 47,Temperature = 13.00, Humidity = 41.00,speed: 24.82, Latitude: 35.238636,Longitude: 126.868965 
0:8:15:56,PM 1.0 : 46, PM 2.5 : 46, PM 10 : 47,Temperature = 13.00, Humidity = 41.00,speed: 18.19, Latitude: 35.238735,Longitude: 126.869033 
0:8:17:105,PM 1.0 : 46, PM 2.5 : 46, PM 10 : 47,Temperature = 13.00, Humidity = 41.00,speed: 16.15, Latitude: 35.238811,Longitude: 126.869094 
0:8:19:154,PM 1.0 : 45, PM 2.5 : 46, PM 10 : 47,Temperature = 11.00, Humidity = 39.00,speed: 15.61, Latitude: 35.238941,Longitude: 126.869148 
0:8:21:203,PM 1.0 : 45, PM 2.5 : 46, PM 10 : 47,Temperature = 13.00, Humidity = 41.00,speed: 17.48, Latitude: 35.239040,Longitude: 126.869125 
0:8:23:251,PM 1.0 : 45, PM 2.5 : 46, PM 10 : 47,Temperature = 13.00, Humidity = 41.00,speed: 20.04, Latitude: 35.239147,Longitude: 126.869049 
0:8:25:300,PM 1.0 : 45, PM 2.5 : 46, PM 10 : 48,Temperature = 13.00, Humidity = 40.00,speed: 27.87, Latitude: 35.239276,Longitude: 126.868934 
0:8:27:350,PM 1.0 : 45, PM 2.5 : 46, PM 10 : 48,Temperature = 12.00, Humidity = 40.00,speed: 34.22, Latitude: 35.239429,Longitude: 126.868827 
0:8:29:398,PM 1.0 : 45, PM 2.5 : 46, PM 10 : 48,Temperature = 12.00, Humidity = 40.00,speed: 38.89, Latitude: 35.239612,Longitude: 126.868736 
0:8:31:446,PM 1.0 : 46, PM 2.5 : 47, PM 10 : 49,Temperature = 13.00, Humidity = 41.00,speed: 39.98, Latitude: 35.239795,Longitude: 126.868659 
0:8:33:494,PM 1.0 : 46, PM 2.5 : 47, PM 10 : 49,Temperature = 10.00, Humidity = 38.00,speed: 37.45, Latitude: 35.239967,Longitude: 126.868583 
0:8:35:543,PM 1.0 : 46, PM 2.5 : 47, PM 10 : 49,Temperature = 13.00, Humidity = 41.00,speed: 37.45, Latitude: 35.240127,Longitude: 126.868522 
0:8:37:592,PM 1.0 : 45, PM 2.5 : 46, PM 10 : 48,Temperature = 12.00, Humidity = 40.00,speed: 31.19, Latitude: 35.240264,Longitude: 126.868461 
0:8:39:641,PM 1.0 : 45, PM 2.5 : 46, PM 10 : 48,Temperature = 13.00, Humidity = 41.00,speed: 24.69, Latitude: 35.240383,Longitude: 126.868431 
0:8:41:689,PM 1.0 : 44, PM 2.5 : 45, PM 10 : 48,Temperature = 12.00, Humidity = 40.00,speed: 18.33, Latitude: 35.240459,Longitude: 126.868431 
0:8:43:739,PM 1.0 : 43, PM 2.5 : 45, PM 10 : 48,Temperature = 12.00, Humidity = 40.00,speed: 16.28, Latitude: 35.240520,Longitude: 126.868453 
0:8:45:787,PM 1.0 : 42, PM 2.5 : 44, PM 10 : 47,Temperature = 12.00, Humidity = 41.00,speed: 19.09, Latitude: 35.240573,Longitude: 126.868522 
0:8:47:837,PM 1.0 : 42, PM 2.5 : 44, PM 10 : 47,Temperature = 12.00, Humidity = 41.00,speed: 29.61, Latitude: 35.240650,Longitude: 126.868667 
0:8:49:885,PM 1.0 : 42, PM 2.5 : 44, PM 10 : 47,Temperature = 11.00, Humidity = 40.00,speed: 38.50, Latitude: 35.240741,Longitude: 126.868858 
0:8:51:935,PM 1.0 : 42, PM 2.5 : 44, PM 10 : 47,Temperature = 12.00, Humidity = 42.00,speed: 46.28, Latitude: 35.240844,Longitude: 126.869110 
0:8:53:984,PM 1.0 : 42, PM 2.5 : 44, PM 10 : 47,Temperature = 11.00, Humidity = 41.00,speed: 51.99, Latitude: 35.240955,Longitude: 126.869384 
0:8:56:33,PM 1.0 : 43, PM 2.5 : 45, PM 10 : 48,Temperature = 12.00, Humidity = 42.00,speed: 55.87, Latitude: 35.241073,Longitude: 126.869689 
0:8:58:82,PM 1.0 : 43, PM 2.5 : 46, PM 10 : 50,Temperature = 11.00, Humidity = 41.00,speed: 58.99, Latitude: 35.241249,Longitude: 126.870178 
0:9:0:132,PM 1.0 : 61, PM 2.5 : 61, PM 10 : 63,Temperature = 12.00, Humidity = 42.00,speed: 60.62, Latitude: 35.241371,Longitude: 126.870521 
0:9:2:180,PM 1.0 : 61, PM 2.5 : 61, PM 10 : 64,Temperature = 12.00, Humidity = 43.00,speed: 61.41, Latitude: 35.241489,Longitude: 126.870857 
0:9:4:228,PM 1.0 : 61, PM 2.5 : 61, PM 10 : 64,Temperature = 10.00, Humidity = 41.00,speed: 61.54, Latitude: 35.241600,Longitude: 126.871192 
0:9:6:276,PM 1.0 : 61, PM 2.5 : 61, PM 10 : 64,Temperature = 12.00, Humidity = 43.00,speed: 60.21, Latitude: 35.241703,Longitude: 126.871543 
0:9:8:324,PM 1.0 : 61, PM 2.5 : 61, PM 10 : 64,Temperature = 10.00, Humidity = 40.00,speed: 55.89, Latitude: 35.241783,Longitude: 126.871864 
0:9:10:372,PM 1.0 : 61, PM 2.5 : 61, PM 10 : 64,Temperature = 10.00, Humidity = 41.00,speed: 46.23, Latitude: 35.241855,Longitude: 126.872123 
0:9:12:420,PM 1.0 : 61, PM 2.5 : 61, PM 10 : 64,Temperature = 10.00, Humidity = 41.00,speed: 39.15, Latitude: 35.241954,Longitude: 126.872344 
0:9:14:469,PM 1.0 : 63, PM 2.5 : 63, PM 10 : 66,Temperature = 9.00, Humidity = 43.00,speed: 39.15, Latitude: 35.242031,Longitude: 126.872535 
0:9:16:518,PM 1.0 : 63, PM 2.5 : 63, PM 10 : 66,Temperature = 11.00, Humidity = 44.00,speed: 25.85, Latitude: 35.242088,Longitude: 126.872695 
0:9:18:567,PM 1.0 : 63, PM 2.5 : 63, PM 10 : 66,Temperature = 10.00, Humidity = 43.00,speed: 17.87, Latitude: 35.242126,Longitude: 126.872810 
0:9:20:616,PM 1.0 : 62, PM 2.5 : 62, PM 10 : 65,Temperature = 11.00, Humidity = 43.00,speed: 9.82, Latitude: 35.242141,Longitude: 126.872871 
0:9:24:714,PM 1.0 : 63, PM 2.5 : 63, PM 10 : 66,Temperature = 11.00, Humidity = 45.00,speed: 16.35, Latitude: 35.242206,Longitude: 126.872940 
0:9:26:763,PM 1.0 : 62, PM 2.5 : 62, PM 10 : 65,Temperature = 10.00, Humidity = 43.00,speed: 17.80, Latitude: 35.242286,Longitude: 126.872924 
0:9:28:813,PM 1.0 : 62, PM 2.5 : 62, PM 10 : 65,Temperature = 9.00, Humidity = 43.00,speed: 24.41, Latitude: 35.242393,Longitude: 126.872856 
0:9:30:862,PM 1.0 : 62, PM 2.5 : 62, PM 10 : 65,Temperature = 10.00, Humidity = 44.00,speed: 29.72, Latitude: 35.242527,Longitude: 126.872802 
0:9:32:912,PM 1.0 : 61, PM 2.5 : 61, PM 10 : 64,Temperature = 10.00, Humidity = 44.00,speed: 31.87, Latitude: 35.242679,Longitude: 126.872772 
0:9:34:961,PM 1.0 : 60, PM 2.5 : 60, PM 10 : 63,Temperature = 10.00, Humidity = 44.00,speed: 31.56, Latitude: 35.242835,Longitude: 126.872764 
0:9:37:10,PM 1.0 : 59, PM 2.5 : 59, PM 10 : 62,Temperature = 10.00, Humidity = 44.00,speed: 30.76, Latitude: 35.242992,Longitude: 126.872756 
0:9:39:60,PM 1.0 : 59, PM 2.5 : 59, PM 10 : 62,Temperature = 11.00, Humidity = 44.00,speed: 29.89, Latitude: 35.243221,Longitude: 126.872749 
0:9:41:109,PM 1.0 : 58, PM 2.5 : 59, PM 10 : 62,Temperature = 10.00, Humidity = 44.00,speed: 33.50, Latitude: 35.243381,Longitude: 126.872756 
0:9:43:157,PM 1.0 : 57, PM 2.5 : 58, PM 10 : 61,Temperature = 10.00, Humidity = 44.00,speed: 34.65, Latitude: 35.243549,Longitude: 126.872756 
0:9:45:206,PM 1.0 : 57, PM 2.5 : 58, PM 10 : 61,Temperature = 11.00, Humidity = 46.00,speed: 34.85, Latitude: 35.243717,Longitude: 126.872764 
0:9:47:255,PM 1.0 : 57, PM 2.5 : 58, PM 10 : 61,Temperature = 9.00, Humidity = 44.00,speed: 34.84, Latitude: 35.243892,Longitude: 126.872779 
0:9:49:304,PM 1.0 : 56, PM 2.5 : 56, PM 10 : 59,Temperature = 10.00, Humidity = 45.00,speed: 34.19, Latitude: 35.244060,Longitude: 126.872840 
0:9:51:353,PM 1.0 : 55, PM 2.5 : 55, PM 10 : 58,Temperature = 10.00, Humidity = 45.00,speed: 33.74, Latitude: 35.244220,Longitude: 126.872917 
0:9:53:402,PM 1.0 : 55, PM 2.5 : 55, PM 10 : 58,Temperature = 10.00, Humidity = 45.00,speed: 33.19, Latitude: 35.244373,Longitude: 126.872993 
0:9:55:451,PM 1.0 : 55, PM 2.5 : 55, PM 10 : 58,Temperature = 10.00, Humidity = 45.00,speed: 33.15, Latitude: 35.244533,Longitude: 126.873046 
0:9:57:500,PM 1.0 : 55, PM 2.5 : 55, PM 10 : 58,Temperature = 10.00, Humidity = 45.00,speed: 34.13, Latitude: 35.244697,Longitude: 126.873069 
0:9:59:549,PM 1.0 : 54, PM 2.5 : 54, PM 10 : 57,Temperature = 9.00, Humidity = 46.00,speed: 35.78, Latitude: 35.244873,Longitude: 126.873100 
0:10:1:598,PM 1.0 : 54, PM 2.5 : 54, PM 10 : 57,Temperature = 10.00, Humidity = 46.00,speed: 34.45, Latitude: 35.245044,Longitude: 126.873123 
0:10:3:648,PM 1.0 : 54, PM 2.5 : 54, PM 10 : 57,Temperature = 9.00, Humidity = 47.00,speed: 33.54, Latitude: 35.245212,Longitude: 126.873161 
0:10:5:698,PM 1.0 : 54, PM 2.5 : 54, PM 10 : 57,Temperature = 9.00, Humidity = 47.00,speed: 33.02, Latitude: 35.245368,Longitude: 126.873229 
0:10:7:747,PM 1.0 : 53, PM 2.5 : 53, PM 10 : 56,Temperature = 9.00, Humidity = 47.00,speed: 32.17, Latitude: 35.245525,Longitude: 126.873298 
0:10:9:796,PM 1.0 : 53, PM 2.5 : 53, PM 10 : 56,Temperature = 9.00, Humidity = 47.00,speed: 31.28, Latitude: 35.245681,Longitude: 126.873344 
0:10:11:846,PM 1.0 : 53, PM 2.5 : 53, PM 10 : 55,Temperature = 10.00, Humidity = 47.00,speed: 29.97, Latitude: 35.245830,Longitude: 126.873352 
0:10:13:895,PM 1.0 : 53, PM 2.5 : 53, PM 10 : 55,Temperature = 10.00, Humidity = 47.00,speed: 28.30, Latitude: 35.245975,Longitude: 126.873336 
0:10:15:945,PM 1.0 : 52, PM 2.5 : 52, PM 10 : 54,Temperature = 9.00, Humidity = 47.00,speed: 28.00, Latitude: 35.246112,Longitude: 126.873321 
0:10:17:994,PM 1.0 : 52, PM 2.5 : 52, PM 10 : 54,Temperature = 9.00, Humidity = 47.00,speed: 25.09, Latitude: 35.246299,Longitude: 126.873298 
0:10:20:44,PM 1.0 : 52, PM 2.5 : 52, PM 10 : 54,Temperature = 9.00, Humidity = 47.00,speed: 19.02, Latitude: 35.246391,Longitude: 126.873291 
0:10:22:93,PM 1.0 : 53, PM 2.5 : 53, PM 10 : 55,Temperature = 10.00, Humidity = 46.00,speed: 13.08, Latitude: 35.246448,Longitude: 126.873275 
0:10:24:142,PM 1.0 : 50, PM 2.5 : 50, PM 10 : 52,Temperature = 9.00, Humidity = 47.00,speed: 12.00, Latitude: 35.246490,Longitude: 126.873229 
0:10:26:191,PM 1.0 : 48, PM 2.5 : 48, PM 10 : 50,Temperature = 9.00, Humidity = 47.00,speed: 14.82, Latitude: 35.246524,Longitude: 126.873146 
